"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x2221302698","x1454032770058047494",2021-10-29 10:30:01,"Spruchschleuder","""Bums mir !"" - ""Wem ? Ich ?""","Spruchschleuder",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Spruchschleuder/status/1454032770058047494","Spruchschleuder",,"Alle paar Stunden ein neuer, blöder Spruch.",,FALSE,33,141,6,65749,0,2013-11-29 11:48:09,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000805905075/3e5f5e0a9f84dba01670c5067747b553_normal.png"
"x1419729588503007243","x1454032770062192647",2021-10-29 10:30:01,"R_sugar_r","年上の男性とか上手く話せないから店に来ないで欲しい(こら)","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/R_sugar_r/status/1454032770062192647","るるめろさん˙˚ʚ₍ ᐢ. ̫ .ᐢ ₎ɞ˚",,"01¦画像加工¦乙ゲ¦あんスタ¦原神¦同担🙅🏻¦🔗:自分用メモ","https://twitter.com/Helpmeeee___/status/1418974997784141825?s=19",FALSE,17,23,0,1680,1062,2021-07-26 18:41:33,FALSE,,,,"https://pbs.twimg.com/profile_banners/1419729588503007243/1635060786","","http://pbs.twimg.com/profile_images/1430406757050769412/P687kjg6_normal.jpg"
"x1419373925755129857","x1454032770074771457",2021-10-29 10:30:01,"Brisa_sy","El pingo bajo la temperatura sigue haciendo 400 grados","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Brisa_sy/status/1454032770074771457","𝔅 𝔯 𝔦 𝔰 𝔞",,"⛤",,FALSE,113,332,0,205,566,2021-07-25 19:08:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/1419373925755129857/1627245168","","http://pbs.twimg.com/profile_images/1426912701121548291/APYnlGsS_normal.jpg"
"x864758396653715456","x1454032770049527809",2021-10-29 10:30:01,"aicontac","幼女戦記「・・・私ならば。」","aicontac",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/aicontac/status/1454032770049527809","aico",,,,FALSE,59,83,2,50744,1,2017-05-17 08:24:03,FALSE,,,,,"","http://pbs.twimg.com/profile_images/867000474960109568/vQDrQ7K__normal.jpg"
"x1274545002736164864","x1454032770045513730",2021-10-29 10:30:01,"fatAvapie","creamiest pussy on onlyfans 💦 https://t.co/P9G0Sk2qiv","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1453738343414464524/pu/img/yJ_zhOr5lfWPLkdI.jpg","https://t.co/P9G0Sk2qiv","https://twitter.com/missvenusmae/status/1453738382362771468/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1453738343414464524/pu/img/yJ_zhOr5lfWPLkdI.jpg","https://t.co/P9G0Sk2qiv","https://twitter.com/missvenusmae/status/1453738382362771468/video/1",,"x1394677165199872006","missvenusmae","en",,,,,,,,,,,,,,,,"x1453738382362771468","creamiest pussy on onlyfans 💦 https://t.co/P9G0Sk2qiv",2021-10-28 15:00:14,"Twitter for iPhone",188,78,"x1394677165199872006","missvenusmae","v",2534,36,379,"ᴄʟɪᴄᴋ ᴛʜᴇ ʟɪɴᴋ 👅","deleted at 128k. ᴏɴʟʏꜰᴀɴꜱ • ꜰᴀɴꜱʟʏ •",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fatAvapie/status/1454032770045513730","𝑨𝒗𝒂 𝑷𝒊𝒆 💖","United States","she/her/they • 18+ • DM for business only! All others will be blocked • NO MEET UPS • Insta: @fatAvapie","http://beacons.ai/fatavapie",FALSE,61727,786,131,37060,18086,2020-06-21 03:29:55,FALSE,,,,"https://pbs.twimg.com/profile_banners/1274545002736164864/1632326182","","http://pbs.twimg.com/profile_images/1440705936629190682/G2wfPyRd_normal.jpg"
"x822652290767134720","x1454032770058133504",2021-10-29 10:30:01,"ShelfNerds","@wonderkrisp I am glad that we all have options now!","Twitter for iPhone",39,"x1454032369250410501","x938149160213254144","wonderkrisp",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x938149160213254144","wonderkrisp","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ShelfNerds/status/1454032770058133504","Chris ⚫️🟡🟡","Florida, USA","Christian. Husband. Dad. Trekkie. Educator/Literacy Coach. Star Trek: Strange New Worlds (2016) winner. I tweet #StarTrek, #MicroTreks, polls, MCU, & Disney.","http://www.youtube.com/c/CompletingTheShelf",FALSE,3685,1818,56,41954,186233,2017-01-21 03:49:25,FALSE,,,,"https://pbs.twimg.com/profile_banners/822652290767134720/1625494611","","http://pbs.twimg.com/profile_images/1422740400436129798/YgFWy_lH_normal.jpg"
"x1418925067371753475","x1454032770057994245",2021-10-29 10:30:01,"istan_db","PINANOOD KO ULIT, AND ITO NAGHIGHLIGHT SAKIN HUHUNESS KINNAMMMM!!! 

“Kayo muna dons”🤪 https://t.co/Nlw4n19l1n","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1453875999528030208/pu/img/jxAtopyUx302eAuC.jpg","https://t.co/Nlw4n19l1n","https://twitter.com/justforbelinda/status/1453876053370306561/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1453875999528030208/pu/img/jxAtopyUx302eAuC.jpg","https://t.co/Nlw4n19l1n","https://twitter.com/justforbelinda/status/1453876053370306561/video/1",,"x1362683900288409602","justforbelinda","tl",,,,,,,,,,,,,,,,"x1453876053370306561","PINANOOD KO ULIT, AND ITO NAGHIGHLIGHT SAKIN HUHUNESS KINNAMMMM!!! 

“Kayo muna dons”🤪 https://t.co/Nlw4n19l1n",2021-10-29 00:07:17,"Twitter for iPhone",1636,506,"x1362683900288409602","justforbelinda","Sunshine :)",3739,341,6094,,"donato x belinda l o w k e y 🤍",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/istan_db/status/1454032770057994245","jvee",,"SINCE 2020",,FALSE,68,149,0,1682,2700,2021-07-24 13:25:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/1418925067371753475/1627473439","","http://pbs.twimg.com/profile_images/1446403698813407238/nHTsaYmN_normal.jpg"
"x1019956976116289541","x1454032770074923012",2021-10-29 10:30:01,"justnonso_","@Uzomajustin2 😂😂","Twitter for iPhone",2,"x1454031804839743492","x1223950177872027649","Uzomajustin2",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1223950177872027649","Uzomajustin2","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/justnonso_/status/1454032770074923012","Outerspace","511 Kinderheim.","📸",,FALSE,1955,1291,15,175932,34478,2018-07-19 14:47:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/1019956976116289541/1635501953","","http://pbs.twimg.com/profile_images/1451973161159901191/sDZNRtyU_normal.jpg"
"x1436287052102832128","x1454032770074746884",2021-10-29 10:30:01,"cherrcityx","@taegiveaway @Juswapromotes done","Twitter for Android",4,"x1454027993773318144","x1353847968919547904","taegiveaway",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1353847968919547904 x1405135411547045890","taegiveaway Juswapromotes","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cherrcityx/status/1454032770074746884","Cherry🍓",,"Hello !!! it's Cherry here 🥺 cause my account @mooncherrn has been locked😭😡","https://shadowban.eu/mooncherrns",FALSE,315,1917,0,6083,912,2021-09-10 11:15:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1436287052102832128/1631325172","","http://pbs.twimg.com/profile_images/1448661242449596417/6T8ehnLc_normal.jpg"
"x1301499445381455872","x1454032770062184450",2021-10-29 10:30:01,"Nyan_10x","メンヘラじゃないもん！ ／ Ƨei × Nq7si

Ƨei (@Sei_Qoon)

music : 勇魚 様 (@ 1202Isana)
MIX : うえ (@ u3nc_)
illustration : nima (@ OkashiMgg)
movie : 春望 かなめ (@ sasasa___0) https://t.co/cNYXqiz5rh","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x997135331559276545 x1129344177211265025","74noutq Sei_Qoon","ja",,,,,,,,,,,,,,,,"x1454025221430657034","メンヘラじゃないもん！ ／ Ƨei × Nq7si

Ƨei (@Sei_Qoon)

music : 勇魚 様 (@ 1202Isana)
MIX : うえ (@ u3nc_)
illustration : nima (@ OkashiMgg)
movie : 春望 かなめ (@ sasasa___0) https://t.co/cNYXqiz5rh",2021-10-29 10:00:01,"Twitter Media Studio",318,125,"x997135331559276545","74noutq","Nq7si",5012,91,12933,,"歌唱依頼DMにて @xxx7sy_",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Nyan_10x/status/1454032770062184450","にゃんさん",,"90日後に彼氏できます(12ガツ28日)","https://lit.link/k1rqnyan",FALSE,200,193,25,9075,8694,2020-09-03 12:37:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/1301499445381455872/1634467852","","http://pbs.twimg.com/profile_images/1452299629312184322/-chnj6e7_normal.jpg"
"x917928828554678272","x1454032770041221130",2021-10-29 10:30:01,"Far_1u","@user271094 دیش؟","Twitter for Android",4,"x1454032615560859653","x1092774757106372608","user271094",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1092774757106372608","user271094","fa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Far_1u/status/1454032770041221130","فروز",,"‏‏‏‏‏‏‏‏‏‏‏زمینی نیستم🛸























































‏‏‏در این اکانت هیچ خبری نیست.",,FALSE,78,93,0,24450,229880,2017-10-11 01:44:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/917928828554678272/1589926649","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449831940606025736/HUuqY-cn_normal.jpg"
"x1180179377239334913","x1454032770049744896",2021-10-29 10:30:01,"alexvega713832","nobody:

me when i’m bored: https://t.co/3kJAqDlgy5","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1452491085519990787/pu/img/zXMDGeLzYaZ1JgKV.jpg","https://t.co/3kJAqDlgy5","https://twitter.com/XOLewd/status/1452491143074156546/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1452491085519990787/pu/img/zXMDGeLzYaZ1JgKV.jpg","https://t.co/3kJAqDlgy5","https://twitter.com/XOLewd/status/1452491143074156546/video/1",,"x1320990257207222273","XOLewd","en",,,,,,,,,,,,,,,,"x1452491143074156546","nobody:

me when i’m bored: https://t.co/3kJAqDlgy5",2021-10-25 04:24:09,"Twitter for iPhone",993,145,"x1320990257207222273","XOLewd","IG: @XOLewd",63604,108,14427,"your mind","Black Lives Matter. 20 yo. 18+. ultraviolence 🥛 @ XlewdcrimewaveO 🛐 elusive",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alexvega713832/status/1454032770049744896","Alexvega713832",,"Passing time",,FALSE,73,1271,0,12886,13041,2019-10-04 17:54:37,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x521930431","x1454032770057977859",2021-10-29 10:30:01,"FriyankaYudha","@alfinaalaili al fatihah buat bapak 😇","Twitter for Android",23,"x1454016671883022338","x1312537963","alfinaalaili",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1312537963","alfinaalaili","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FriyankaYudha/status/1454032770057977859","Yudha Friyanka ‏‎يودا","Surabaya - Jogja via KrJati","Penikmat kencangnya bus antar kota :D
Penikmat kopi juga hehehe",,FALSE,313,561,0,14776,1725,2012-03-12 03:53:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/521930431/1566962736","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1403912254077038593/owykwrAl_normal.jpg"
"x747930199040262144","x1454032770074759175",2021-10-29 10:30:01,"bashi_grbl","修理いくらかかるかな…はぁ…","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bashi_grbl/status/1454032770074759175","冴えないばっしー","Blessing software","頭も目も顔も冴えてない。しょっちゅうくだらない独り言呟いてる暇人。 エアリプ太郎 S660後期型R3.5.8~",,FALSE,93,262,7,38057,4716,2016-06-28 23:10:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/747930199040262144/1634811057","","http://pbs.twimg.com/profile_images/1453153480680493056/NMTM5ioL_normal.jpg"
"x1295702964913336328","x1454032770045415429",2021-10-29 10:30:01,"cr_nno","尊敬している先輩を拉致った","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cr_nno/status/1454032770045415429","は",,"あ",,FALSE,19,17,0,60,2,2020-08-18 12:44:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/1295702964913336328/1597755636","","http://pbs.twimg.com/profile_images/1295707643202289664/Rzfz7gRc_normal.jpg"
"x1443658709473931270","x1454032770053951492",2021-10-29 10:30:01,"lp69500","@cocugourmand Va falloir éliminer tout ça après","Twitter for Android",33,"x1454020630282653700","x1442496018717687809","cocugourmand",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1442496018717687809","cocugourmand","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lp69500/status/1454032770053951492","bertrand LP69",,"artiste a mes heures, photos et dessins, région Bourgogne, 71, 21, 01 et 69..",,FALSE,37,202,0,41,209,2021-09-30 19:27:39,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1443658824896978948/FSsOhwjY_normal.jpg"
"x830305953924804608","x1454032770049605632",2021-10-29 10:30:01,"chloevoh","tekaaaa sobrang na appreciate ko yung logbook#73 ng ateez feeling ko na recharge yung energy ko at will to live :))))","Twitter Web App",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"tl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chloevoh/status/1454032770049605632","👁️👄👁️","SHINee World","c a f f e i n a t e d   c a t | fan & rant account 


SHAWOL | EXO-L | AHGASE | ARMY | BLINK | SWIFTIE | CARAT | ATINY",,FALSE,1085,1247,2,24795,34055,2017-02-11 06:42:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/830305953924804608/1614653497","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1452243345414266883/JkjMkyox_normal.jpg"
"x1332549353404133376","x1454032770045333505",2021-10-29 10:30:01,"growupmild","—  พาร์ท 𝐊𝐢𝐬𝐬 𝐢𝐭’𝐬 𝐥𝐢𝐤𝐞 𝐚 𝐆𝐔𝐂𝐂𝐈  3 เวอร์ https://t.co/gPZpBYatOg","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1454025201247678464/pu/img/xAMLr8rH6_-vTNCY.jpg","https://t.co/gPZpBYatOg","https://twitter.com/TheJay___/status/1454025242293116929/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1454025201247678464/pu/img/xAMLr8rH6_-vTNCY.jpg","https://t.co/gPZpBYatOg","https://twitter.com/TheJay___/status/1454025242293116929/video/1",,"x872048959","TheJay___","en",,,,,,,,,,,,,,,,"x1454025242293116929","—  พาร์ท 𝐊𝐢𝐬𝐬 𝐢𝐭’𝐬 𝐥𝐢𝐤𝐞 𝐚 𝐆𝐔𝐂𝐂𝐈  3 เวอร์ https://t.co/gPZpBYatOg",2021-10-29 10:00:06,"Twitter for iPhone",56,116,"x872048959","TheJay___","𝕁✨",35277,136,570475,"𝕔𝕪 𝕕𝕪 𝕛𝕟𝕛𝕞 𝕛𝕪 𝕡𝕤𝕙","𓂃𓂃𓂃𓂃𓂃𓊝𓄹𓄺𓂃𓂃𓂃𓂃𓂃 #nomin #JENO⠀ ⠀⠀ ⠀⠀ ⠀⠀ 𓈒𓏸 𓆉☀︎︎ ⠀⠀𓈒𓏸 𓆉 𓏸𓈒☀︎",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/growupmild/status/1454032770045333505","𝕄​ 𝕞​𝕟​ ツ",,"เติบโตอย่างเข้มแข็งและอ่อนโยน​ :)",,FALSE,1,155,0,101650,102,2020-11-28 04:58:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/1332549353404133376/1634312428","","http://pbs.twimg.com/profile_images/1451198183611142156/5IA_-_bK_normal.jpg"
"x1354829283982680064","x1454032770045382658",2021-10-29 10:30:01,"ebiebi_chi_ri","@ok_nobuhiko まさかの実現！楽しみです！！！","Twitter for iPhone",15,"x1454029111102300167","x1450093814891237377","ok_nobuhiko",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1450093814891237377","ok_nobuhiko","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ebiebi_chi_ri/status/1454032770045382658","🍤（エビちり）",,"お絵描き / 雑多垢 / オシャレにアニメイラストを描きたい",,FALSE,48,26,2,95,266,2021-01-28 16:30:56,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1449780037142515718/g07Dz4UI_normal.jpg"
"x1427607992","x1454032770074914821",2021-10-29 10:30:01,"sabrful_","6 hours of uni and you miss out sm on the real world. Zayn ka kiya scene hay?","Twitter Web App",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sabrful_/status/1454032770074914821","Tooba/Babar Azam Stan Acc","Karachi / Islamabad ","Part time crybaby part time thug 🇵🇰 🇦🇺","https://www.instagram.com/toobamujeeb_/",FALSE,2103,941,0,14236,11679,2013-05-14 11:32:15,FALSE,,,,"https://pbs.twimg.com/profile_banners/1427607992/1613685411","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1406318949999038467/R8ckOTwt_normal.jpg"
"x1159488212420583430","x1454032770053804032",2021-10-29 10:30:01,"nJyhNES4nBFZPhs","＼勘ちがいで何が悪いの？🤫／

特別映像もうチェック済みですか⁉️

まだの方はこちらから💁‍♂️
https://t.co/Ey4jfENxXF

#消えた初恋 
#勘ちがいで何が悪いの
#道枝駿佑 #目黒蓮 
#SnowMan #なにわ男子 https://t.co/nR28HXqe0o","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,"消えた初恋 勘ちがいで何が悪いの 道枝駿佑 目黒蓮 SnowMan なにわ男子",,"youtu.be/ggGi8Sp8DTk","https://t.co/Ey4jfENxXF","http://youtu.be/ggGi8Sp8DTk",,,,,,,,,"x1323955094161817603","oshidoraEX","ja",,,,,,,,,,,,,,,,"x1453901980905000963","＼勘ちがいで何が悪いの？🤫／

特別映像もうチェック済みですか⁉️

まだの方はこちらから💁‍♂️
https://t.co/Ey4jfENxXF

#消えた初恋 
#勘ちがいで何が悪いの
#道枝駿佑 #目黒蓮 
#SnowMan #なにわ男子 https://t.co/nR28HXqe0o",2021-10-29 01:50:19,"Twitter for iPhone",27633,4146,"x1323955094161817603","oshidoraEX","【オシドラ公式】消えた初恋(第4話10/30土曜深夜0時放送)",237972,99,31520,,"週末の夜に視聴しやすい、ちょっと短めのドラマをお届け！#オシドラサタデー 第4弾「#消えた初恋」#なにわ男子 #道枝駿佑 #SnowMan #目黒蓮 W主演🌟ある勘違いから始まる胸キュンラブコメ💕第4話は10月30日(土)深夜0時放送‼️次回もお楽しみに👀",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nJyhNES4nBFZPhs/status/1454032770053804032","おろし","いつの間にか関ジュの沼","ジャニオタになるとは思ってなかった ！！",,FALSE,8,103,0,1401,10068,2019-08-08 15:35:06,FALSE,,,,"https://pbs.twimg.com/profile_banners/1159488212420583430/1598761244","","http://pbs.twimg.com/profile_images/1361174219468402688/AHtq658p_normal.jpg"
"x1375300218078388229","x1454032770053775362",2021-10-29 10:30:01,"ZhTaeyong","Bismillah","Twitter for iPhone",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"in","x1454022699966025731","Hunter! ayo ngehalu, kalo dapet $10,000 di leos mau beli apa?

sender: iPhone 12 🤭",2021-10-29 09:50:00,"Base Hunter",10,0,"x1376684644943327236","TXTdariHunter","𝕋𝕠𝕟𝕘𝕜𝕣𝕠𝕟𝕘𝕒𝕟 ℍ𝕦𝕟𝕥𝕖𝕣 ☕",24080,684,77498,"Check this out 👉","AutoBase Random untuk ngobrol, diskusi, berbagi hal apapun 🍀 admin : @JasmineAudy_ (Paid Promote | Pengaduan) ⚠️ Pahami rules sebelum menggunakan bot ini‼️",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ZhTaeyong/status/1454032770053775362","Jea ☆___☆","kwangya","—☆ free tag","https://soundcloud.com/taeoxo",FALSE,1466,3299,2,79064,30074,2021-03-26 04:15:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/1375300218078388229/1635427734","","http://pbs.twimg.com/profile_images/1453715606960697347/YNjN0Qmf_normal.jpg"
"x862756093","x1454032770058051587",2021-10-29 10:30:01,"A3AmarSiempre","Tras un nuevo enfrentamiento, Sonia descubre el verdadero motivo por el que Medina no consigue enamorarse 💔 #AmarEsParaSiempre https://t.co/0xAyKnzQWu","Besocy_Oficial",,,,,FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/JKQWXr8nsT","https://twitter.com/i/web/status/1454032770058051587",,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/A3AmarSiempre/status/1454032770058051587","Amar Es Para Siempre",,"Twitter oficial de #AmarEsParaSiempre, una serie original de #SeriesAtresmedia. Disponible en #ATRESplayerPREMIUM. Síguenos en https://t.co/yR2NNNQHtE…","http://www.antena3.com/series/amar/",FALSE,63433,254,53,17046,473,2012-10-05 09:00:40,TRUE,,,,"https://pbs.twimg.com/profile_banners/862756093/1631270257","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1306156961210171396/MXhJAXrY_normal.jpg"
"x1265915472597315584","x1454032770074693639",2021-10-29 10:30:01,"sunoozedream","#TXT (#투모로우바이투게더) &lt;Frost&gt; Official MV
(https://t.co/Dq36ZKNhi3)

#TOMORROW_X_TOGETHER #TXT_Frost","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"TXT 투모로우바이투게더 TOMORROW_X_TOGETHER TXT_Frost",,"youtu.be/X3lA4EeeXtM","https://t.co/Dq36ZKNhi3","https://youtu.be/X3lA4EeeXtM",,,,,,,,,"x168683422","BIGHIT_MUSIC","en",,,,,,,,,,,,,,,,"x1453375981687754756","#TXT (#투모로우바이투게더) &lt;Frost&gt; Official MV
(https://t.co/Dq36ZKNhi3)

#TOMORROW_X_TOGETHER #TXT_Frost",2021-10-27 15:00:11,"Twitter Web App",150883,45257,"x168683422","BIGHIT_MUSIC","BIGHIT MUSIC",23659507,30,7831,"Seoul, Korea","빅히트 뮤직 공식 트위터입니다. 
BIGHIT MUSIC Official Twitter.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sunoozedream/status/1454032770074693639","lovely⁷","sa puso mo♡","it's kinda a flex that i walk on the same earth as enhypen ꒰she/her꒱",,FALSE,931,1997,7,4074,29495,2020-05-28 07:59:15,FALSE,,,,"https://pbs.twimg.com/profile_banners/1265915472597315584/1634576728","","http://pbs.twimg.com/profile_images/1450146017836371968/h_3Cr5wS_normal.jpg"
"x1296111421592240130","x1454032770074759173",2021-10-29 10:30:01,"ikalabingpito","something about the way junhui really zeroes in and gets serious during his part before going back to bobbing his head along with the music once it's over https://t.co/dXuprXlfW5","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1279244682103451648","wonhuiful","en",,,,,,,,,,,,,,,,"x1453714074722705412","something about the way junhui really zeroes in and gets serious during his part before going back to bobbing his head along with the music once it's over https://t.co/dXuprXlfW5",2021-10-28 13:23:38,"Twitter for iPhone",1913,435,"x1279244682103451648","wonhuiful","giselle",5610,255,20154,,"for 세븐틴 준 & 원우 ♡ she/her • 24",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ikalabingpito/status/1454032770074759173","chachimi",,"what kind of future enthusiast // she/her
not a minor","http://welcome.to.my.crack.world",FALSE,218,439,0,20416,27969,2020-08-19 15:47:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/1296111421592240130/1632844052","","http://pbs.twimg.com/profile_images/1442878644402069505/Ua6M04Vg_normal.jpg"
